Year,MajorArea,Total,Other North,Other South,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,China Hong Kong SAR,China Macao SAR,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,North Korea,Rep. Dem. of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,South Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,Tanzania,USA,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2015,Southern Europe,15830496,37320,19113,13381,958395,80038,0,6406,161683,11,52,328381,25361,1,55533,43474,1906,174,129,118173,104,39075,100363,64,3006,8,37,166656,897954,53,340386,1,54,267453,12886,1249,70154,1444,17186,57378,0,0,826,704,2,67742,373487,132,1995,388165,110,7386,0,4888,28759,387474,166674,0,22892,25744,395,9585,16770,149,1322,199970,505403,144147,21791,19794,14620,3541,36991,1,0,77,16471,463178,0,10,2395,18696,105554,615713,67024,5,54646,93,640,0,0,9606,18270,34577,196,1481,178,43715,27616,1810,189487,6013,22619,9853,21185,5,8012,136463,4288,15387,6386,33725,5888,5,13173,2217,495,7864,12774,53,2884,39319,498,22955,10542,3038,707,1374,44,21895,2431,5,0,9374,9778,0,58172,132,1897,1037,93564,78,1133745,72368,551,228,2,5493,69905,0,2699,22018,1408,90005,0,0,19448,123,172782,195,5459,66,61694,301584,196187,201174,130350,0,1325,9242,214130,0,1742310,227046,3226,14,6,67,1,27,517,1951,18185,2264,137010,151331,27937,2630,1220,0,23978,40572,4,14376,27005,0,72208,87115,1598,5513,277,651,34510,286939,20621,380,139890,12726,2231,5748,0,21,406,111596,81010,526,0,51,1349,382487,2627,433155,2429,134825,0,82271,12351,94,234771,7200,1,331,431,1376,2855
2015,Albania,52031,4626,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,1961,0,0,0,0,0,0,0,0,2373,0,0,0,0,0,0,0,0,0,0,0
2015,Andorra,42082,1919,611,0,0,0,0,0,0,0,0,640,0,0,61,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3764,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,11012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20446,0,0,0,0,0,46,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,99,0,96,0,0,0,0,0,0,0,0,0
2015,Bosnia and Herzegovina,38574,471,482,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,177,0,0,0,0,0,0,0,0,0,0,0,10222,0,0,0,0,3389,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Croatia,575738,14809,4985,0,173,56,0,0,0,0,0,200,0,0,1595,5148,0,0,0,0,0,94,375,0,0,0,0,32,404874,0,193,0,0,305,0,0,0,0,0,1004,0,0,0,0,0,126,446,0,0,45,0,0,0,0,0,0,0,0,0,949,0,0,102,0,0,0,0,247,0,0,0,20,0,0,0,0,39,1760,0,0,0,0,0,33774,0,0,147,0,0,0,0,0,0,0,0,0,0,0,1044,0,67,27,48,82,53,0,55,3140,0,56,68,67,0,0,0,0,0,27,65,0,0,150,0,26,31,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,6181,0,29,0,0,0,0,0,809,0,116,0,0,29,0,0,113,0,0,0,0,0,0,86,75,737,50,0,0,27,114,0,499,1311,0,0,0,0,0,0,0,0,0,0,0,51185,0,0,0,0,644,19587,0,0,203,0,188,0,43,66,0,0,628,3009,180,0,10055,0,0,0,0,0,0,0,86,0,0,0,0,758,0,670,0,1616,0,0,0,0,55,0,0,0,0,46,0
2015,Gibraltar,11065,1415,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5673,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Greece,1242924,0,0,6331,437356,1102,0,4,9,11,29,641,14287,1,20224,2253,507,23,23,9812,11,1457,5124,5,8,8,2,23,440,8,2216,1,0,72893,79,133,14,22,462,12611,0,0,393,19,2,367,3396,0,0,399,73,1414,0,38,115,429,352,0,21607,4430,34,209,901,39,19,566,84,28267,50,1,280,129,2420,1,0,1,771,6695,0,10,8,50,83388,114343,597,5,0,3,2,0,0,30,182,0,11,38,0,50,1728,54,10152,443,1905,3651,590,5,712,6303,12,509,813,26982,454,0,140,548,41,352,2052,0,31,641,10,545,139,130,0,63,3,29,90,0,0,118,38,0,396,0,45,8,0,78,2076,65,20,8,0,50,3746,0,491,160,24,2857,0,0,517,5,31295,188,157,4,79,291,8470,15664,325,0,1103,211,10049,0,46193,54192,97,4,2,0,1,7,449,1,7,426,640,4382,24,175,82,0,863,130,0,742,6910,0,1181,889,1001,1855,9,22,5419,3698,7044,97,2169,378,217,14,0,0,18,636,33489,116,0,11,140,19457,86,17679,395,23249,0,113,8208,71,1026,210,1,0,27,239,420
2015,Holy See,803,487,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Italy,5805325,0,0,6568,447583,22471,0,130,1869,0,23,73183,1256,0,19850,16331,709,93,50,97036,50,32383,46393,24,2566,0,35,15698,11106,44,104207,0,32,57691,11657,1007,6160,1322,11457,25540,0,0,238,563,0,12427,200434,0,0,39532,37,3385,0,1508,25555,24709,33469,0,650,10403,125,6087,3238,89,337,42269,88329,108490,12464,121,13593,1382,30401,0,0,44,2827,134403,0,0,384,1515,12226,220013,46548,0,17405,0,16,0,0,2135,3899,782,74,703,178,2323,12889,207,136403,3159,14433,3889,3629,0,3883,0,346,8285,2991,3851,3641,5,543,1326,260,3200,7086,31,2006,36222,132,5646,4799,2382,171,613,34,4177,1928,5,0,677,9499,0,8827,13,1617,275,2285,0,425238,857,441,93,2,1775,13034,0,901,1175,1060,56259,0,0,1981,52,84792,7,1021,32,2636,116038,143457,118641,6415,0,80,3931,166819,0,1021613,80750,778,0,4,22,0,20,68,1913,74,962,84815,45581,978,1377,567,0,10996,4699,4,11556,5657,0,31829,85093,391,2914,50,36,6411,198170,6058,186,73033,9866,79,5152,0,21,167,107671,20491,206,0,6,967,232241,370,70986,1604,54679,0,7500,2509,23,48970,5258,0,0,263,874,881
2015,Malta,42430,28,1977,0,90,61,0,0,0,0,0,12,32,0,5053,129,0,0,0,17,0,33,194,0,0,0,0,0,191,0,112,0,0,1055,0,0,0,0,0,2053,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,85,0,0,52,95,0,0,153,0,0,0,0,546,0,0,610,0,400,0,0,0,92,502,0,0,0,0,47,1147,79,0,90,0,0,0,0,0,0,0,0,0,0,0,168,0,307,26,35,96,318,0,13,1823,0,53,46,0,38,0,67,0,0,90,75,0,0,935,0,52,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,496,0,50,0,43,397,0,0,77,0,213,0,0,0,0,32,559,290,67,0,0,0,40,0,791,1107,0,0,0,0,0,0,0,0,0,31,0,643,0,0,36,0,119,25,0,1210,203,0,176,20,62,273,0,0,543,121,307,0,35,125,0,0,0,0,15,376,268,0,0,0,0,336,30,12046,0,1403,0,0,23,0,0,0,0,0,0,0,42
2015,Montenegro,82541,288,685,0,2754,0,0,0,0,0,0,0,0,0,137,257,0,0,0,0,0,0,0,0,0,0,0,0,34259,0,0,0,0,78,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16344,0,0,0,120,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,1876,0,0,56,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,106,925,0,0,0,0,0,0,0,0,0,0,0,17433,0,0,0,0,56,1617,0,0,0,0,0,0,0,0,0,0,151,212,0,0,3317,0,0,0,0,0,0,0,88,0,0,0,0,141,0,103,0,317,0,0,0,0,0,0,0,0,0,0,0
2015,Portugal,864814,984,2577,0,50,230,0,372,156251,0,0,1320,100,0,1202,504,65,0,0,1470,0,946,3421,0,33,0,0,213,42,0,134245,0,0,5179,0,0,59532,0,73,7275,0,0,0,0,0,194,10461,132,1995,644,0,474,0,0,130,81,1621,0,29,247,73,1816,395,0,0,66,447,420,85,221,0,128,30,0,0,0,334,90792,0,0,566,114,1070,26905,192,0,186,0,0,0,0,30,4500,28422,0,0,0,0,398,28,7809,247,203,42,1561,0,339,2726,26,309,28,872,101,0,0,0,0,206,73,0,28,28,202,364,3926,26,457,49,0,113,43,0,0,40,0,0,264,0,0,0,77,0,1968,70228,0,0,0,530,3960,0,44,0,0,265,0,0,331,0,1935,0,35,0,53,285,474,974,0,0,0,129,19726,0,22763,5674,0,0,0,0,0,0,0,0,17915,0,2078,51,0,53,28,0,92,55,0,0,11028,0,15843,26,0,0,0,578,803,16183,26,0,272,272,1717,74,0,0,0,137,296,0,0,0,27,46533,0,18383,68,6957,0,225,879,0,24174,53,0,0,0,0,1145
2015,San Marino,5174,115,131,0,35,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,128,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Serbia,807441,105,559,0,467,53,0,0,0,0,0,49,158,0,675,6998,0,0,0,0,0,134,217,0,0,0,0,0,335992,0,85,0,0,1134,0,0,0,0,0,612,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,283247,29,0,173,514,0,0,183,0,0,0,0,77,0,0,0,0,0,0,0,0,34,5388,0,0,0,0,48,16083,29,0,914,0,0,0,0,0,0,0,0,0,0,0,1800,0,295,32,65,176,52,0,109,1923,0,39,99,97,0,0,67,0,0,0,45,0,0,374,0,28,90,0,0,0,0,0,53,0,0,0,0,0,26,0,0,0,71224,0,33,0,0,0,0,0,752,0,24,0,0,0,0,0,138,0,0,0,0,0,0,49,43,664,39,0,0,26,230,0,3607,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,10930,0,0,141,0,158,0,76,0,0,0,1191,2856,123,0,46737,0,0,0,0,0,0,40,388,29,0,0,0,1274,24,647,0,1286,0,0,80,0,37,0,0,0,0,57,28
2015,Slovenia,237616,84,28,24,147,27,0,0,1,0,0,414,12,0,360,2801,9,0,0,2,0,142,307,1,1,0,0,10,100218,1,113,0,0,1171,3,2,3,5,16,386,0,0,33,0,0,27,857,0,0,40,0,8,0,3,1,46686,69,0,15,385,48,5,57,0,0,164,149,8,0,112,0,7,27,0,0,0,15,15534,0,0,1159,0,15,17,7536,0,37,90,0,0,0,0,0,4,0,17,0,9,4,399,7,142,42,88,57,0,43,33,3622,8,80,59,99,0,11873,10,6,2,37,22,0,3,39,10,32,38,14,1,7,0,5,0,0,7,0,0,7,0,0,335,3,0,2824,21,3,1,0,2,13,0,0,322,1,0,0,0,273,15,0,0,0,0,0,1,51,113,410,0,51,729,68,0,0,462,2068,10,0,0,0,0,0,0,0,0,16,4,26895,0,4,0,10,0,0,596,34,0,315,459,25,16,0,15,0,329,973,13,32,1,218,0,0,0,0,2,52,115,0,0,4,3,1791,11,2,555,0,697,10,0,31,45,0,331,2,12,4
2015,Spain,5891208,11380,3795,458,1941,56038,0,5900,3553,0,0,251841,9516,0,6376,8844,616,58,56,9836,43,3886,44130,34,398,0,0,150680,2119,0,99187,0,22,126875,1147,107,4445,95,5178,6922,0,0,162,122,0,54400,155713,0,0,347505,0,2105,0,3339,2958,1684,131134,0,366,8548,115,1468,11539,21,966,156905,416394,4128,9192,19339,137,1875,3713,0,0,32,12359,203692,0,0,278,17017,8760,200641,12043,0,3982,0,622,0,0,7411,9689,5369,111,723,0,41333,9297,1122,34447,1937,5888,1829,14925,0,2858,106324,282,6128,2261,1797,1555,0,483,333,188,3987,3341,0,819,966,115,16284,1425,462,65,602,0,17576,312,0,0,8532,241,0,48613,119,235,419,167,0,699880,1197,87,126,0,3136,46711,0,1073,20361,280,30198,0,0,16018,51,54547,0,4246,30,58926,184802,42659,63864,112032,0,91,4189,17084,0,646181,79255,283,0,0,45,0,0,0,37,189,845,49461,3900,40,1025,503,0,7297,1312,0,272,2829,0,0,628,0,389,218,0,19318,62286,5910,84,627,2084,0,508,0,0,206,2734,3969,60,0,34,211,81618,326,305969,360,42291,0,73640,642,0,160478,1634,0,0,139,148,335
2015,TFYR Macedonia,130730,609,919,0,67799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8713,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,53,0,0,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,233,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,23,215,0,0,0,0,0,0,0,0,0,0,0,17930,0,0,0,0,36,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19922,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Western Europe,25601680,232003,93963,138201,33014,1499864,1,1054,36744,33,214,42941,40431,4005,41803,309396,23479,255,614,18746,272,29746,278942,113,24073,170,624,12863,400907,386,187318,0,726,162717,11918,7492,38715,71256,117517,70824,4474,0,17414,8401,0,41560,307888,805,34,75907,37294,77637,3,4325,101602,250352,23251,61301,4287,541274,6011,118294,45441,7379,7196,36309,22174,86774,3548,516,24261,14036,43128,3,0,324,32420,509142,0,0,21283,7917,33171,1007688,55176,104,240046,13,109,0,1,7103,42987,3829,7332,80545,0,3000,236556,3476,169768,159987,198613,161332,35134,13,35024,1252896,4516,71382,14882,865876,22368,9,2622,73749,47928,35990,128600,284,5535,8815,3172,53475,39994,126319,578,14683,82,79171,2549,0,0,19512,49271,0,41217,4,25752,4856,35177,6,1322174,3343,3916,969,1,9452,355278,0,11151,3296,8034,50258,0,0,19371,836,92135,1,2022,480,6937,44104,106259,1982786,1169181,58,346,57187,30387,0,719954,1097709,13546,1,82,4960,0,106,48,245,453,9055,128708,575434,990,9665,10631,21893,86100,59582,17,42256,45617,0,540975,142345,1846,9894,221989,232,52394,206405,80549,25251,89562,125893,12,42010,0,104,2135,454116,2217273,6047,8,13,5619,256675,2150,419078,3387,262388,1,8085,40361,759,23364,253625,0,17,4036,2805,3681
2015,Austria,1492374,0,0,8620,3147,1290,0,2,341,0,7,1523,3051,0,2490,0,1076,22,21,2737,21,1667,2575,41,80,19,24,509,155164,25,5186,0,6,15733,121,97,41,958,654,2547,0,0,29,12,0,1258,17713,281,17,1570,0,457,0,179,213,40006,879,0,325,54997,2812,700,1418,7,51,3125,662,14891,68,10,104,372,1276,0,0,18,1598,8964,0,0,24,628,3316,223705,2474,0,4003,0,15,0,1,372,303,68,19,63,0,98,44468,188,13576,1214,15495,5524,985,0,2562,29738,208,2970,749,1103,982,0,253,648,124,806,1841,4,274,459,378,909,763,75,38,483,9,99,108,0,0,33,114,0,1512,1,24,1804,21842,0,1926,67,71,183,1,588,8476,0,443,208,31,8485,0,0,966,31,4814,1,62,60,229,1688,13856,65989,1723,6,25,0,1779,0,70267,30972,211,0,2,14,0,10,4,1,2,477,335,195177,44,267,286,0,27170,17908,14,1215,2792,0,4122,981,277,635,20,23,3551,15802,3320,284,21921,5604,0,219,0,7,70,3690,184847,140,0,12,274,8232,176,11013,157,11054,0,282,754,7,915,3344,0,0,95,113,298
2015,Belgium,1252380,55471,37063,2282,4334,10002,0,0,2713,0,0,525,5749,0,793,2842,747,2,2,1061,6,1577,0,0,569,0,113,335,1905,11,5827,0,0,14663,584,1991,181,257,8173,3102,0,0,119,187,0,1075,9653,0,0,1609,0,741,0,114,2216,899,671,0,347,2910,19,20102,3347,491,30,736,2917,1375,106,20,129,778,825,0,0,8,3363,156124,0,0,324,230,1864,43890,3496,0,16475,0,0,0,0,146,4540,53,19,274,0,66,4199,213,7713,1374,4994,3683,4036,0,1585,183764,128,5057,382,2336,552,0,10,1263,130,1066,2048,12,425,190,17,1572,4913,487,30,403,2,368,381,0,0,956,725,0,1051,0,8,426,143,0,91232,43,90,12,0,1585,148675,0,261,62,1142,2883,0,0,1444,11,4260,0,50,1,148,1130,3466,47970,36834,0,0,781,1015,0,29374,14265,3724,0,0,0,0,0,0,21,10,46,1574,2489,19,728,205,0,4523,852,0,872,890,0,50361,697,375,453,276,0,4927,2331,2014,69,3663,3513,0,2561,0,0,0,4414,44034,14,0,0,268,3355,0,27878,233,12618,0,87,1669,0,439,1299,0,0,59,133,143
2015,France,7918382,0,0,4842,6810,1455276,1,998,21653,10,62,13168,19411,11,8492,12775,4182,45,163,5080,78,3458,155856,9,20765,116,88,3201,14178,41,58392,0,49,17929,8891,1898,22675,64433,82676,26180,94,0,17006,7545,0,14649,111938,524,17,27699,37264,70669,3,765,91484,10270,4862,0,1047,9263,62,78043,6591,6684,6553,3551,4207,31469,1133,396,648,924,8824,3,0,159,3894,0,0,0,20120,1939,7714,237647,6811,71,13111,13,0,0,0,3045,30728,3118,4802,75616,0,596,10734,390,48888,5031,23180,6225,9997,13,9355,373919,526,21744,1467,2627,1778,9,746,733,43356,2839,47973,49,798,2391,28,2662,13109,122471,108,2581,6,76855,498,0,0,18073,45100,0,12796,3,25376,1451,1427,6,942409,1312,480,175,0,1347,44592,0,1991,658,5597,5866,0,0,4140,110,24188,0,519,27,1050,11883,15485,113569,725430,52,150,21058,6672,0,91338,65094,6300,1,3,4831,0,29,18,223,227,2531,119898,86158,607,1323,2322,0,4529,2637,3,1915,5269,0,309660,48687,1010,3263,24802,21,10234,96906,17046,248,4565,18463,12,24171,0,97,418,395285,302547,214,8,1,590,16153,797,188533,655,54833,1,2477,1121,752,6446,127993,0,17,495,351,713
2015,Germany,10220418,99849,1725,83992,15209,19617,0,0,0,0,0,15626,10629,0,11710,217137,16168,0,0,6386,0,21522,29459,0,1805,0,0,4520,168458,0,53860,0,0,88792,1302,590,0,2271,16772,16602,0,0,0,267,0,13438,86291,0,0,18643,0,3543,0,1594,3402,176585,12246,0,1561,458182,2521,7356,21894,0,0,9349,7153,19683,1122,0,12337,9883,17541,0,0,0,13732,122911,0,0,440,3725,19290,0,25409,0,181290,0,0,0,0,1764,3566,0,0,1333,0,1214,145629,1519,57568,16555,115936,96977,9587,0,12560,349395,1923,27886,10674,857180,12673,0,0,70534,3030,25889,67045,0,1660,3768,258,42010,17652,1342,0,5175,0,1222,633,0,0,0,0,0,15399,0,0,0,21,0,96565,0,1918,0,0,3307,117420,0,2732,1281,795,22442,0,0,7450,0,42295,0,618,0,4289,15652,47417,1627067,83003,0,0,24582,19553,0,497518,910843,1040,0,0,0,0,0,0,0,0,3157,3513,89923,0,2744,2405,0,36126,33498,0,6203,15483,0,84770,39380,0,0,0,0,16851,71058,44761,24433,0,64068,0,12013,0,0,773,34842,1395973,5583,0,0,2185,220141,0,87123,0,115973,0,2875,35633,0,7671,95221,0,0,2438,848,0
2015,Liechtenstein,23799,365,345,0,0,0,0,0,0,0,0,26,0,0,0,3868,0,0,0,0,0,0,41,0,0,0,0,0,312,0,170,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,36,0,0,0,0,0,126,0,0,0,58,0,0,16,0,0,69,0,0,0,0,0,2,0,0,0,0,6,126,0,0,0,0,0,1810,0,0,47,0,0,0,0,0,0,0,0,0,0,0,67,2,26,0,0,0,17,0,0,880,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,39,58,425,0,0,0,0,0,31,51,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,35,114,0,0,30,0,273,0,0,0,0,0,26,12862,0,0,87,84,0,0,0,0,0,22,623,0,0,0,0,37,0,70,0,131,0,0,0,0,0,0,0,0,0,0,0
